test_case,seed,model,angle_deg,target_cos,hit_rank,hit_name,hit_sim,hit_is_target
chicken + high fiber,chicken,cooc,0,1.0,2,onion,0.3662,False
chicken + high fiber,chicken,cooc,0,1.0,3,black_pepper,0.3581,True
chicken + high fiber,chicken,cooc,0,1.0,4,turkey,0.348,False
chicken + high fiber,chicken,cooc,0,1.0,5,carrot,0.3425,True
chicken + high fiber,chicken,cooc,30,0.866025,1,garlic,0.4019,True
chicken + high fiber,chicken,cooc,30,0.866025,2,coriander,0.3857,True
chicken + high fiber,chicken,cooc,30,0.866025,3,carrot,0.3829,True
chicken + high fiber,chicken,cooc,30,0.866025,4,onion,0.362,False
chicken + high fiber,chicken,cooc,30,0.866025,5,brown_rice,0.3529,True
chicken + high fiber,chicken,cooc,60,0.5,1,chickpea,0.3461,True
chicken + high fiber,chicken,cooc,60,0.5,2,coriander,0.3395,True
chicken + high fiber,chicken,cooc,60,0.5,3,lentil,0.3336,True
chicken + high fiber,chicken,cooc,60,0.5,4,brown_rice,0.3297,True
chicken + high fiber,chicken,cooc,60,0.5,5,carrot,0.3207,True
cream + high sugars,cream,cooc,0,1.0,1,butter,0.4623,False
cream + high sugars,cream,cooc,0,1.0,2,egg_yolk,0.4031,False
cream + high sugars,cream,cooc,0,1.0,3,gelatin,0.386,False
cream + high sugars,cream,cooc,0,1.0,4,ice_cream,0.3747,True
cream + high sugars,cream,cooc,0,1.0,5,brandy,0.3741,False
cream + high sugars,cream,cooc,30,0.866025,1,ice_cream,0.492,True
cream + high sugars,cream,cooc,30,0.866025,2,strawberry,0.479,True
cream + high sugars,cream,cooc,30,0.866025,3,cookie,0.4771,True
cream + high sugars,cream,cooc,30,0.866025,4,white_chocolate,0.4769,True
cream + high sugars,cream,cooc,30,0.866025,5,vanilla,0.4561,True
cream + high sugars,cream,cooc,60,0.5,1,white_chocolate,0.4823,True
cream + high sugars,cream,cooc,60,0.5,2,ice_cream,0.4774,True
cream + high sugars,cream,cooc,60,0.5,3,strawberry,0.472,True
cream + high sugars,cream,cooc,60,0.5,4,cookie,0.4614,True
cream + high sugars,cream,cooc,60,0.5,5,vanilla,0.4537,True
egg + high sugars,egg,cooc,0,1.0,1,flour,0.4415,False
egg + high sugars,egg,cooc,0,1.0,2,milk,0.3762,True
egg + high sugars,egg,cooc,0,1.0,3,baking_powder,0.3671,False
egg + high sugars,egg,cooc,0,1.0,4,vanilla,0.3312,True
egg + high sugars,egg,cooc,0,1.0,5,chocolate,0.3121,True
egg + high sugars,egg,cooc,30,0.866025,1,vanilla,0.4695,True
egg + high sugars,egg,cooc,30,0.866025,2,ganache,0.4556,False
egg + high sugars,egg,cooc,30,0.866025,3,condensed_milk,0.4505,True
egg + high sugars,egg,cooc,30,0.866025,4,baking_powder,0.443,False
egg + high sugars,egg,cooc,30,0.866025,5,cocoa_powder,0.4369,False
egg + high sugars,egg,cooc,60,0.5,1,ganache,0.4847,False
egg + high sugars,egg,cooc,60,0.5,2,vanilla,0.482,True
egg + high sugars,egg,cooc,60,0.5,3,fudge,0.4744,True
egg + high sugars,egg,cooc,60,0.5,4,sprinkles,0.4581,False
egg + high sugars,egg,cooc,60,0.5,5,condensed_milk,0.4568,True
